Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,42.193660736083984,43.339195251464844,41.04813766479492,41.811824798583984,17.829421997070312,6672896
2000-01-05,41.42997741699219,42.76642990112305,41.42997741699219,42.002742767333984,17.91083335876465,6255868
2000-01-06,42.384586334228516,42.76642990112305,41.62089920043945,41.811824798583984,17.829421997070312,4801384
2000-01-07,41.811824798583984,42.384586334228516,40.666290283203125,40.666290283203125,17.3409423828125,3642856
2000-01-10,41.23905563354492,41.42997741699219,40.666290283203125,41.04813766479492,17.503767013549805,6608473
2000-01-11,41.62089920043945,42.002742767333984,40.475372314453125,40.857215881347656,17.422353744506836,5109428
2000-01-12,41.23905563354492,41.42997741699219,40.666290283203125,41.42997741699219,17.666595458984375,4009961
2000-01-13,41.811824798583984,44.29379653930664,41.811824798583984,44.29379653930664,18.887786865234375,14930779
2000-01-14,45.63026809692383,45.82117462158203,42.384586334228516,43.339195251464844,18.480722427368164,11587679
2000-01-17,43.148277282714844,43.530128479003906,42.384586334228516,43.148277282714844,18.399314880371094,4352573
2000-01-18,43.148277282714844,43.148277282714844,41.62089920043945,41.811824798583984,17.829421997070312,3232483
2000-01-19,42.384586334228516,42.384586334228516,41.04813766479492,41.04813766479492,17.503767013549805,2233902
2000-01-20,41.04813766479492,41.811824798583984,41.04813766479492,41.62089920043945,17.74800682067871,1078983
2000-01-21,41.811824798583984,42.002742767333984,41.04813766479492,41.23905563354492,17.585180282592773,1744172
2000-01-24,41.62089920043945,41.62089920043945,41.04813766479492,41.04813766479492,17.503767013549805,2870288
2000-01-25,41.23905563354492,41.42997741699219,41.04813766479492,41.23905563354492,17.585180282592773,1668225
2000-01-26,41.62089920043945,41.62089920043945,41.04813766479492,41.04813766479492,17.503767013549805,2006060
2000-01-27,41.04813766479492,41.23905563354492,40.284454345703125,40.475372314453125,17.25952911376953,2839830
2000-01-28,40.475372314453125,40.666290283203125,39.138919830322266,39.138919830322266,16.68963623046875,3391445
2000-01-31,37.99339294433594,40.09352493286133,37.99339294433594,39.71168518066406,16.933879852294922,4787306
2000-02-01,40.09352493286133,40.09352493286133,38.757076263427734,38.757076263427734,16.526811599731445,3395856
2000-02-02,38.757076263427734,38.757076263427734,38.757076263427734,38.757076263427734,16.526811599731445,0
2000-02-03,38.757076263427734,38.757076263427734,38.757076263427734,38.757076263427734,16.526811599731445,0
2000-02-04,38.757076263427734,38.757076263427734,38.757076263427734,38.757076263427734,16.526811599731445,0
2000-02-07,38.757076263427734,38.757076263427734,38.757076263427734,38.757076263427734,16.526811599731445,0
2000-02-08,38.757076263427734,38.757076263427734,38.757076263427734,38.757076263427734,16.526811599731445,0
2000-02-09,39.71168518066406,41.42997741699219,39.138919830322266,41.42997741699219,17.666595458984375,7903770
2000-02-10,41.811824798583984,44.29379653930664,41.811824798583984,43.148277282714844,18.399314880371094,12717788
2000-02-11,43.91193771362305,45.82117462158203,43.339195251464844,45.63026809692383,19.457685470581055,16897521
2000-02-14,46.77579116821289,46.77579116821289,43.530128479003906,44.10289001464844,18.806381225585938,7929972
2000-02-15,44.10289001464844,44.67565155029297,42.384586334228516,42.95735168457031,18.317895889282227,3910065
2000-02-16,42.95735168457031,43.91193771362305,42.76642990112305,43.721031188964844,18.643545150756836,2949169
2000-02-17,44.10289001464844,44.10289001464844,42.95735168457031,43.148277282714844,18.399314880371094,2189972
2000-02-18,43.530128479003906,43.721031188964844,42.57550811767578,42.76642990112305,18.236482620239258,1572896677
2000-02-21,41.04813766479492,42.193660736083984,38.948001861572266,38.948001861572266,16.608226776123047,2435555
2000-02-22,38.948001861572266,41.42997741699219,38.37523651123047,40.857215881347656,17.422353744506836,4717596
2000-02-23,40.857215881347656,42.95735168457031,40.09352493286133,41.04813766479492,17.503767013549805,4096107
2000-02-24,42.002742767333984,42.002742767333984,41.04813766479492,41.42997741699219,17.666595458984375,1906614
2000-02-25,41.42997741699219,41.62089920043945,40.09352493286133,40.475372314453125,17.25952911376953,1885606
2000-02-28,40.475372314453125,40.475372314453125,40.475372314453125,40.475372314453125,17.25952911376953,0
2000-02-29,40.475372314453125,40.857215881347656,39.90260696411133,39.90260696411133,17.015287399291992,1131353
2000-03-01,40.09352493286133,40.475372314453125,39.5207633972168,39.71168518066406,16.933879852294922,2121289
2000-03-02,40.09352493286133,40.09352493286133,39.138919830322266,39.71168518066406,16.933879852294922,1199446
2000-03-03,40.09352493286133,40.284454345703125,39.329837799072266,39.5207633972168,16.85246467590332,2231283
2000-03-06,41.62089920043945,42.95735168457031,40.857215881347656,42.57550811767578,18.155075073242188,6646708015
2000-03-07,43.339195251464844,44.67565155029297,41.62089920043945,44.29379653930664,18.887786865234375,9924169
2000-03-08,44.48469924926758,46.20302963256836,43.91193771362305,44.48469924926758,18.96919059753418,11968737
2000-03-09,44.48469924926758,46.77579116821289,42.95735168457031,46.77579116821289,19.946157455444336,20454216
2000-03-10,48.11222457885742,50.02145767211914,47.34855651855469,50.02145767211914,21.330181121826172,26205861
2000-03-13,49.63960266113281,49.63960266113281,46.584842681884766,46.584842681884766,19.86473274230957,12225171
2000-03-14,46.584842681884766,49.63960266113281,45.2484130859375,45.2484130859375,19.29485321044922,13677501
2000-03-15,42.95735168457031,45.2484130859375,42.95735168457031,43.91193771362305,18.724952697753906,5991466
2000-03-16,42.193660736083984,45.63026809692383,42.002742767333984,45.4393196105957,19.376258850097656,8077830
2000-03-17,45.82117462158203,48.49407958984375,44.67565155029297,47.730411529541016,20.35322380065918,8898969
2000-03-20,46.20302963256836,46.20302963256836,46.20302963256836,46.20302963256836,19.70191764831543,314929
