Date,Open,High,Low,Close,Adj Close,Volume,Sentiment,Adj Close_1,true_Adj Close_1,Adj Close_2,true_Adj Close_2,Adj Close_3,true_Adj Close_3
2017-03-17,17.600000381469727,17.68866729736328,17.413333892822266,17.433332443237305,17.433332443237305,97462500,0,17.854193,17.461332321166992,17.622717,16.711999893188477,17.986973,17.000667572021484
2017-03-23,17.025999069213867,17.17799949645996,16.886667251586914,16.985332489013672,16.985332489013672,49803000,0,18.005714,17.54400062561035,17.757902,18.014667510986328,18.158613,18.496667861938477
2017-03-29,18.555999755859375,18.639999389648438,18.369333267211914,18.492000579833984,18.492000579833984,55143000,4,18.595036,18.527999877929688,18.323812,18.553333282470703,18.714,19.90133285522461
2017-03-31,18.582000732421875,18.64533233642578,18.42133331298828,18.553333282470703,18.553333282470703,49419000,4,19.033401,19.90133285522461,18.733204,20.246667861938477,19.146133,19.666667938232422
2017-04-03,19.126667022705078,19.933332443237305,18.972000122070312,19.90133285522461,19.90133285522461,208329000,2,19.303375,20.246667861938477,18.995659,19.666667938232422,19.408958,19.913333892822266
2017-04-04,19.792667388916016,20.320667266845703,19.635332107543945,20.246667861938477,20.246667861938477,152019000,2,19.639946,19.666667938232422,19.31874,19.913333892822266,19.73472,20.16933250427246
2017-04-06,19.79199981689453,20.12933349609375,19.606666564941406,19.913333892822266,19.913333892822266,82809000,2,20.155474,20.16933250427246,19.80021,20.826000213623047,20.24641,20.58066749572754
2017-04-07,19.833332061767578,20.179332733154297,19.809999465942383,20.16933250427246,20.16933250427246,68694000,2,20.356441,20.826000213623047,19.984808,20.58066749572754,20.446163,19.78933334350586
2017-04-10,20.610000610351562,20.915332794189453,20.58066749572754,20.826000213623047,20.826000213623047,114967500,4,20.607058,20.58066749572754,20.221191,19.78933334350586,20.691572,20.266666412353516
2017-04-27,20.779333114624023,20.87266731262207,20.5,20.575332641601562,20.575332641601562,52029000,4,21.236101,20.937999725341797,20.788752,21.52199935913086,21.3314,21.25933265686035
2017-05-02,21.600000381469727,21.8439998626709,21.104000091552734,21.25933265686035,21.25933265686035,80742000,4,21.591288,20.73466682434082,21.130215,19.69733238220215,21.674612,20.55666732788086
2017-05-03,21.17799949645996,21.435333251953125,20.696666717529297,20.73466682434082,20.73466682434082,107001000,4,21.64224,19.69733238220215,21.1776,20.55666732788086,21.730309,20.479333877563477
2017-05-04,20.496000289916992,20.51799964904785,19.384000778198242,19.69733238220215,19.69733238220215,212280000,4,21.46794,20.55666732788086,21.012915,20.479333877563477,21.577423,21.417333602905273
2017-05-08,20.726667404174805,20.91933250427246,20.38800048828125,20.479333877563477,20.479333877563477,105097500,0,21.227688,21.417333602905273,20.782444,21.681333541870117,21.346321,21.540000915527344
2017-05-11,21.559999465942383,21.733333587646484,21.30666732788086,21.540000915527344,21.540000915527344,71307000,4,21.591616,21.65399932861328,21.12952,21.058666229248047,21.667988,21.134000778198242
2017-05-12,21.698667526245117,21.799999237060547,21.435333251953125,21.65399932861328,21.65399932861328,61824000,4,21.77355,21.058666229248047,21.299707,21.134000778198242,21.84125,20.407333374023438
2017-05-18,20.46666717529297,20.929332733154297,20.354000091552734,20.87066650390625,20.87066650390625,84807000,4,21.66835,20.722000122070312,21.188976,20.690000534057617,21.766161,20.257333755493168
2017-05-19,21.03333282470703,21.100000381469727,20.68000030517578,20.722000122070312,20.722000122070312,70314000,2,21.59714,20.690000534057617,21.120249,20.257333755493168,21.699127,20.681333541870117
2017-06-07,23.756000518798828,24.03333282470703,23.676000595092773,23.976667404174805,23.976667404174805,140970000,4,23.3191,24.666667938232422,22.781803,23.821332931518555,23.346571,23.93400001525879
2017-06-08,24.25,24.793333053588867,24.014667510986328,24.666667938232422,24.666667938232422,135922500,4,23.64659,23.821332931518555,23.096067,23.93400001525879,23.662088,25.06333351135254
2017-06-14,25.4060001373291,25.616666793823242,25.08733367919922,25.37733268737793,25.37733268737793,192276000,2,24.43391,25.022666931152344,23.85023,24.760000228881836,24.436287,24.65333366394043
2017-06-22,25.19933319091797,25.666667938232422,24.904666900634766,25.507333755493164,25.507333755493164,112947000,2,24.983383,25.56333351135254,24.341562,25.166000366210938,24.969625,24.158000946044922
2017-06-29,24.707332611083984,24.733333587646484,23.606666564941406,24.049999237060547,24.049999237060547,123315000,2,24.8378,24.107332229614258,24.188154,23.507999420166016,24.84907,21.805999755859375
2017-07-03,24.682666778564453,24.75666618347168,23.433332443237305,23.507999420166016,23.507999420166016,94581000,4,24.526094,21.805999755859375,23.88488,20.588666915893555,24.553373,20.881332397460938
2017-07-19,21.881999969482422,22.110000610351562,21.54800033569336,21.68400001525879,21.68400001525879,95355000,4,22.11923,21.994667053222656,21.598997,21.893333435058594,22.161503,22.834667205810547
2017-07-20,21.793333053588867,22.014667510986328,21.613332748413086,21.994667053222656,21.994667053222656,77493000,4,22.203485,21.893333435058594,21.679619,22.834667205810547,22.243881,22.639999389648438
2017-07-28,22.459333419799805,22.639999389648438,22.167333602905273,22.33799934387207,22.33799934387207,73206000,4,22.922132,21.564666748046875,22.374098,21.30466651916504,22.967299,21.72599983215332
2017-07-31,22.366666793823242,22.766000747680664,21.402666091918945,21.564666748046875,21.564666748046875,128026500,0,22.843859,21.30466651916504,22.298218,21.72599983215332,22.903366,23.139333724975586
2017-08-24,23.501333236694336,23.777332305908203,23.31599998474121,23.528667449951172,23.528667449951172,68770500,2,23.571175,23.203332901000977,22.979877,23.04400062561035,23.624912,23.157333374023438
2017-08-29,22.631999969482422,23.270000457763672,22.583332061767578,23.157333374023438,23.157333374023438,61105500,2,23.53026,23.545333862304688,22.940453,23.726667404174805,23.58054,23.69333267211914
2017-08-31,23.56999969482422,23.895999908447266,23.521333694458008,23.726667404174805,23.726667404174805,61092000,0,23.650991,23.69333267211914,23.059875,23.305999755859375,23.692837,22.968666076660156
2017-09-01,23.7413330078125,23.839332580566406,23.57933235168457,23.69333267211914,23.69333267211914,45742500,4,23.74851,23.305999755859375,23.15435,22.968666076660156,23.787481,23.374000549316406
2017-09-08,23.266000747680664,23.318666458129883,22.81999969482422,22.893333435058594,22.893333435058594,48952500,2,23.646301,24.246000289916992,23.057478,24.183332443237305,23.707735,24.415332794189453
2017-09-12,24.299333572387695,24.583999633789062,24.02666664123535,24.183332443237305,24.183332443237305,89593500,0,23.856985,24.415332794189453,23.269033,25.176000595092773,23.900612,25.320667266845703
2017-09-15,24.96733283996582,25.333332061767578,24.84666633605957,25.320667266845703,25.320667266845703,81307500,2,24.506958,25.66666793823242,23.897137,25.00666618347168,24.514553,24.92733383178711
2017-09-20,24.866666793823242,25.21666717529297,24.738000869750977,24.92733383178711,24.92733383178711,73786500,0,25.026083,24.43199920654297,24.391893,23.4060001373291,25.028006,22.999332427978516
2017-09-27,23.32666778564453,23.432666778564453,22.700000762939453,22.731332778930664,22.731332778930664,90904500,4,23.925318,22.639999389648438,23.320955,22.739999771118164,24.002438,22.768667221069336
2017-09-29,22.790666580200195,22.978666305541992,22.573333740234375,22.739999771118164,22.739999771118164,76606500,2,23.465563,22.768667221069336,22.877514,23.209333419799805,23.546192,23.667333602905273
2017-10-02,22.834667205810547,22.913333892822266,22.367332458496094,22.768667221069336,22.768667221069336,79302000,0,23.328053,23.209333419799805,22.746584,23.667333602905273,23.404932,23.68866729736328
2017-10-12,23.530000686645508,23.985332489013672,23.50933265686035,23.711999893188477,23.711999893188477,61305000,0,23.809404,23.704666137695312,23.217688,23.373332977294922,23.842775,23.71666717529297
2017-10-16,23.583999633789062,23.631999969482422,23.143999099731445,23.373332977294922,23.373332977294922,80632500,4,23.87433,23.71666717529297,23.278498,23.976667404174805,23.913078,23.45400047302246
2017-10-18,23.731332778930664,24.200000762939453,23.608667373657227,23.976667404174805,23.976667404174805,74086500,2,23.940004,23.45400047302246,23.341175,23.00666618347168,23.977655,22.468000411987305
2017-10-19,23.70400047302246,23.809999465942383,23.213333129882812,23.45400047302246,23.45400047302246,75927000,0,23.936554,23.00666618347168,23.337847,22.468000411987305,23.97762,22.48933219909668
2017-10-30,21.278667449951172,21.5853328704834,21.149999618530273,21.338666915893555,21.338666915893555,63816000,2,22.468594,22.101999282836914,21.930546,21.405332565307617,22.58004,19.950666427612305
