Date,Open,High,Low,Close,Adj Close,Volume,Adj Close_1,true_Adj Close_1,Adj Close_2,true_Adj Close_2,Adj Close_3,true_Adj Close_3
2015-04-09,13.895333290100098,14.024666786193848,13.7413330078125,14.005999565124512,14.005999565124512,57003000,13.960191,14.0600004196167,14.163662,13.985333442687988,13.823913,13.830666542053223
2015-05-05,15.850666999816895,15.966667175292969,15.275333404541016,15.529999732971191,15.529999732971191,86953500,15.570129,15.362000465393066,15.829862,15.786666870117188,15.326137,15.77400016784668
2015-05-18,16.46666717529297,16.65999984741211,16.399999618530273,16.583332061767578,16.583332061767578,50298000,16.627186,16.47599983215332,16.907421,16.290000915527344,16.337118,16.374666213989258
2015-05-19,16.562000274658203,16.733333587646484,16.40999984741211,16.47599983215332,16.47599983215332,55113000,16.679115,16.290000915527344,16.961828,16.374666213989258,16.38486,16.51533317565918
2015-05-26,16.511999130249023,16.799999237060547,16.433332443237305,16.497333526611328,16.497333526611328,52480500,16.58143,16.495332717895508,16.860237,16.76333236694336,16.275814,16.719999313354492
2015-05-27,16.567333221435547,16.633333206176758,16.3700008392334,16.495332717895508,16.495332717895508,51123000,16.591114,16.76333236694336,16.86933,16.719999313354492,16.284868,16.6299991607666
2015-06-08,16.72333335876465,17.25,16.687332153320312,17.086000442504883,17.086000442504883,75255000,16.755205,17.066667556762695,17.029993,16.713333129882812,16.44426,16.76066780090332
2015-06-10,16.793333053588867,16.933332443237305,16.566667556762695,16.713333129882812,16.713333129882812,51817500,16.950012,16.76066780090332,17.228363,16.71266746520996,16.637974,16.691999435424805
2015-06-11,16.884000778198242,16.95800018310547,16.69533348083496,16.76066780090332,16.76066780090332,30661500,16.958927,16.71266746520996,17.237423,16.691999435424805,16.647444,16.874666213989258
2015-06-18,17.46666717529297,17.56399917602539,17.334667205810547,17.459333419799805,17.459333419799805,41740500,17.199692,17.500667572021484,17.484236,17.319332122802734,16.878918,17.844667434692383
2015-06-19,17.49333381652832,17.586666107177734,17.34000015258789,17.500667572021484,17.500667572021484,36945000,17.389454,17.319332122802734,17.678083,17.844667434692383,17.06504,17.67799949645996
2015-06-22,17.476667404174805,17.626667022705078,17.04599952697754,17.319332122802734,17.319332122802734,68416500,17.462988,17.844667434692383,17.75606,17.67799949645996,17.14255,17.91933250427246
2015-07-06,18.591999053955078,18.779333114624023,18.420000076293945,18.648000717163086,18.648000717163086,61828500,18.39605,17.858667373657227,18.72318,16.997333526611328,18.06497,17.19466781616211
2015-07-14,17.47333335876465,17.732667922973633,17.367332458496094,17.709999084472656,17.709999084472656,28614000,17.543488,17.542667388916016,17.84092,17.778667449951172,17.2285,18.310667037963867
2015-07-30,17.512666702270508,17.79599952697754,17.474000930786133,17.785999298095703,17.785999298095703,30519000,17.649443,17.74333381652832,17.951649,17.332666397094727,17.331861,17.75200080871582
2015-08-05,17.57200050354004,18.066667556762695,17.360000610351562,18.0086669921875,18.0086669921875,93214500,17.76609,16.408666610717773,18.070042,16.167333602905273,17.445242,16.076000213623047
2015-08-28,16.124000549316406,16.76333236694336,16.10466766357422,16.565332412719727,16.565332412719727,82705500,15.765722,16.604000091552734,16.009274,15.908666610717775,15.512611,16.512666702270508
2015-09-01,16.022666931152344,16.399999618530273,15.79800033569336,15.908666610717773,15.908666610717773,81822000,16.424118,16.512666702270508,16.677977,16.3713321685791,16.153456,16.1286678314209
2015-09-08,16.336666107177734,16.610666275024414,16.270000457763672,16.544666290283203,16.544666290283203,47073000,16.574837,16.5939998626709,16.850327,16.565332412719727,16.294718,16.682666778564453
2015-09-11,16.50933265686035,16.682666778564453,16.315332412719727,16.682666778564453,16.682666778564453,35262000,16.711191,16.87933349609375,16.99124,16.904666900634766,16.41118,17.483333587646484
2015-09-17,17.597333908081055,17.700000762939453,17.37933349609375,17.471332550048828,17.471332550048828,53787000,17.277065,17.374666213989258,17.571617,17.613332748413086,16.956013,17.395999908447266
2015-10-01,16.500667572021484,16.566667556762695,15.808667182922363,15.991999626159668,15.991999626159668,68595000,16.589802,16.504667282104492,16.870102,16.40999984741211,16.308228,16.097333908081055
2015-10-13,14.218667030334473,14.834667205810547,14.075332641601562,14.616666793823242,14.616666793823242,77572500,14.816961,14.458666801452637,15.036939,14.753999710083008,14.597694,15.133999824523926
2015-10-19,15.100000381469727,15.40999984741211,14.996000289916992,15.206666946411133,15.206666946411133,37618500,15.064784,14.20199966430664,15.267755,14.005999565124512,14.814674,14.114666938781738
2015-10-20,15.1813325881958,15.239999771118164,13.466667175292969,14.20199966430664,14.20199966430664,223500000,14.918651,14.005999565124512,15.134912,14.114666938781738,14.699449,13.939332962036133
2015-10-26,14.092000007629395,14.392000198364258,14.0,14.350666999816895,14.350666999816895,50871000,14.335554,14.023332595825194,14.538791,14.197333335876465,14.137095,14.108667373657227
2015-11-04,15.133333206176758,15.515999794006348,15.013333320617676,15.442000389099121,15.442000389099121,190896000,14.455659,15.451333045959473,14.671973,15.490667343139648,14.261897,15.022000312805176
2015-11-05,15.371999740600586,15.638667106628418,15.279333114624023,15.451333045959473,15.451333045959473,67452000,14.929016,15.490667343139648,15.153494,15.022000312805176,14.721444,14.433333396911621
2015-11-13,14.196666717529297,14.199333190917969,13.767999649047852,13.812666893005371,13.812666893005371,51454500,14.526476,14.287332534790039,14.754644,14.266667366027832,14.310447,14.73799991607666
2015-11-30,15.452667236328125,15.618666648864746,15.272000312805176,15.350666999816895,15.350666999816895,39897000,15.334487,15.812666893005371,15.560531,15.465999603271484,15.066265,15.513999938964844
2015-12-03,15.6986665725708,15.829999923706055,15.333333015441895,15.513999938964844,15.513999938964844,44094000,15.726651,15.358667373657227,15.972594,15.408666610717773,15.451972,15.114666938781738
2015-12-17,15.595999717712402,15.850666999816895,15.320667266845703,15.559332847595215,15.559332847595215,49479000,15.213232,15.36400032043457,15.430049,15.503999710083006,14.944133,15.329999923706056
2015-12-29,15.337332725524902,15.847999572753906,15.303333282470703,15.812666893005371,15.812666893005371,36094500,15.555037,15.87266731262207,15.788647,16.000667572021484,15.269935,14.894000053405762
2016-01-21,13.436667442321777,13.548666954040527,13.001333236694336,13.33133316040039,13.33133316040039,47493000,13.514277,13.503333091735842,13.682611,13.092000007629395,13.350928,12.904000282287598
2016-01-25,13.337332725524902,13.571332931518555,13.058667182922363,13.092000007629395,13.092000007629395,40480500,13.503699,12.904000282287598,13.667818,12.538000106811523,13.337393,12.646666526794432
2016-02-17,10.600000381469727,11.28933334350586,10.445332527160645,11.245332717895508,11.245332717895508,87378000,10.539392,11.118000030517578,10.648887,11.10533332824707,10.763482,11.849332809448242
2016-02-25,11.90999984741211,12.567999839782715,11.680000305175781,12.495332717895508,12.495332717895508,86260500,12.244693,12.689332962036133,12.440134,12.795332908630371,12.29516,12.423333168029785
2016-02-26,12.579999923706055,12.800000190734863,12.333333015441895,12.689332962036133,12.689332962036133,90976500,12.497786,12.795332908630371,12.709082,12.423333168029785,12.521354,12.555999755859375
2016-02-29,12.826666831970215,13.09000015258789,12.614666938781738,12.795332908630371,12.795332908630371,67485000,12.76347,12.423333168029785,12.986086,12.555999755859375,12.757355,13.049332618713379
2016-03-03,12.552000045776367,13.161333084106445,12.281332969665527,13.049332618713379,13.049332618713379,72435000,12.898809,13.402667045593262,13.135017,13.685999870300291,12.849304,13.506667137145994
2016-03-09,13.63466739654541,13.958000183105469,13.519332885742188,13.914667129516602,13.914667129516602,48129000,13.821955,13.678667068481447,14.0607815,13.833333015441895,13.685015,14.34333324432373
2016-03-23,15.4913330078125,15.648667335510254,14.802000045776367,14.838666915893555,14.838666915893555,74232000,15.655639,15.183333396911621,15.925915,15.350666999816896,15.401934,15.342000007629395
2016-04-01,16.32200050354004,16.52666664123535,15.550000190734863,15.839332580566406,15.839332580566406,239962500,15.553691,16.465999603271484,15.820021,17.031333923339844,15.320113,17.69466781616211
2016-04-07,17.76333236694336,17.95599937438965,16.96733283996582,17.14666748046875,17.14666748046875,132843000,17.348717,16.67133331298828,17.658022,16.661333084106445,17.092815,16.521333694458008
2016-04-08,17.366666793823242,17.38800048828125,16.534666061401367,16.67133331298828,16.67133331298828,110458500,17.444252,16.661333084106445,17.759842,16.521333694458008,17.18792,16.968666076660156
2016-04-15,16.753999710083008,16.97333335876465,16.607999801635742,16.96733283996582,16.96733283996582,56286000,17.065268,16.92533302307129,17.371828,16.4913330078125,16.778439,16.6646671295166
2016-04-19,16.874666213989258,16.95800018310547,16.083332061767578,16.4913330078125,16.4913330078125,95362500,16.960245,16.6646671295166,17.262997,16.55266761779785,16.667074,16.916667938232422
2016-04-28,16.656667709350586,16.89533233642578,16.496000289916992,16.513999938964844,16.513999938964844,37785000,16.900911,16.05066680908203,17.186228,16.1200008392334,16.592579,15.48799991607666
2016-05-02,16.100000381469727,16.21266746520996,15.654666900634766,16.1200008392334,16.1200008392334,57658500,16.457647,15.48799991607666,16.735476,14.837332725524902,16.169237,14.10200023651123
2016-05-10,13.83666706085205,13.964667320251465,13.666666984558105,13.912667274475098,13.912667274475098,61059000,14.209753,13.930666923522951,14.417128,13.8186674118042,14.022616,13.840666770935059
2016-05-12,14.095999717712402,14.111332893371582,13.577333450317383,13.8186674118042,13.8186674118042,54757500,14.047575,13.840666770935059,14.232213,13.885999679565428,13.859336,13.644000053405763
2016-05-31,14.869333267211914,14.983332633972168,14.766667366027832,14.881999969482422,14.881999969482422,41835000,15.051399,14.637332916259766,15.2809515,14.597332954406738,14.816877,14.599332809448242
2016-06-01,14.76533317565918,14.826666831970215,14.459333419799805,14.637332916259766,14.637332916259766,44740500,15.003231,14.597332954406738,15.234264,14.599332809448242,14.765792,14.711999893188477
2016-06-03,14.666666984558105,14.795999526977539,14.534000396728516,14.599332809448242,14.599332809448242,33435000,14.835498,14.711999893188477,15.063131,15.489333152770996,14.590958,15.701333045959473
2016-06-07,14.815999984741211,15.629332542419434,14.767999649047852,15.489333152770996,15.489333152770996,93204000,14.920646,15.701333045959473,15.149807,15.290666580200195,14.666738,14.586000442504881
2016-06-10,15.159333229064941,15.197999954223633,14.561332702636719,14.586000442504883,14.586000442504883,90399000,15.332527,14.524666786193848,15.575653,14.330666542053224,15.08592,14.513333320617676
2016-06-15,14.463333129882812,14.793333053588867,14.342000007629395,14.513333320617676,14.513333320617676,43627500,14.772809,14.528667449951172,15.001568,14.364666938781738,14.545647,14.646666526794434
2016-06-16,14.494667053222656,14.53600025177002,14.233332633972168,14.528667449951172,14.528667449951172,36604500,14.668887,14.364666938781738,14.889587,14.646666526794434,14.438346,14.640666961669922
