,Open,High,Low,Close,Adj Close,Volume,Adj Close_3,true_Adj Close_3
2016-11-17,12.232666969299316,12.63266658782959,12.140666961669922,12.577333450317383,12.577333450317383,73306500.0,20.656029,12.744667053222656
2016-11-25,12.909333229064941,13.149333000183105,12.909333229064941,13.109999656677246,13.109999656677246,35491500.0,14.676192,12.626667022705078
2016-11-30,12.733332633972168,12.792667388916016,12.5,12.626667022705078,12.626667022705078,53206500.0,15.149215,12.453332901000977
2016-12-02,12.192000389099121,12.325332641601562,12.0,12.097999572753906,12.097999572753906,60634500.0,22.321499,12.876667022705078
2016-12-07,12.40999984741211,12.893333435058594,12.333333015441895,12.876667022705078,12.876667022705078,81928500.0,18.517618,12.828666687011719
2016-12-30,14.420000076293945,14.5,14.112000465393066,14.246000289916992,14.246000289916992,69639000.0,16.823847,15.116666793823242
2017-01-05,15.094667434692383,15.165332794189453,14.796667098999023,15.116666793823242,15.116666793823242,88675500.0,12.571981,15.32466697692871
2017-01-06,15.128666877746582,15.354000091552734,15.029999732971191,15.267333030700684,15.267333030700684,82918500.0,16.720097,15.315333366394043
2017-01-09,15.264666557312012,15.461333274841309,15.199999809265137,15.41866683959961,15.41866683959961,59692500.0,14.927685,15.305999755859375
2017-01-11,15.271332740783691,15.331999778747559,15.112000465393066,15.315333366394043,15.315333366394043,54762000.0,20.992918,15.70533275604248
2017-01-13,15.333333015441895,15.856666564941406,15.305999755859375,15.850000381469727,15.850000381469727,91395000.0,22.11168,16.250667572021484
2017-01-23,16.389999389648438,16.72599983215332,16.366666793823242,16.594667434692383,16.594667434692383,93943500.0,23.738737,16.833999633789062
2017-01-30,16.8353328704834,17.019332885742188,16.47333335876465,16.708667755126953,16.708667755126953,57016500.0,15.374702,16.770000457763672
2017-02-02,16.555999755859375,16.827999114990234,16.513999938964844,16.770000457763672,16.770000457763672,37497000.0,14.993953,17.165332794189453
2017-02-03,16.79400062561035,16.812000274658203,16.64533233642578,16.755332946777344,16.755332946777344,32800500.0,20.82219,17.472000122070312
2017-02-15,18.666667938232422,18.81599998474121,18.429332733154297,18.650667190551758,18.650667190551758,74218500.0,22.536737,18.492666244506836
2017-02-24,16.8439998626709,17.21666717529297,16.68000030517578,17.133333206176758,17.133333206176758,122574000.0,15.066625,16.667999267578125
2017-02-27,16.544666290283203,16.55733299255371,16.134000778198242,16.415332794189453,16.415332794189453,171912000.0,16.347652,16.698667526245117
2017-03-21,17.52199935913086,17.65333366394043,16.682666778564453,16.711999893188477,16.711999893188477,103629000.0,24.242132,17.54400062561035
2017-03-22,16.770666122436523,17.004667282104492,16.700666427612305,17.000667572021484,17.000667572021484,60889500.0,15.216956,18.014667510986328
2017-03-31,18.582000732421875,18.64533233642578,18.42133331298828,18.553333282470703,18.553333282470703,49419000.0,17.274185,19.666667938232422
2017-04-11,20.892000198364258,20.898000717163086,20.366666793823242,20.58066749572754,20.58066749572754,85869000.0,15.481308,20.096000671386722
2017-04-18,19.979999542236328,20.055999755859375,19.860000610351562,20.016666412353516,20.016666412353516,45535500.0,21.364904,20.373332977294922
2017-04-27,20.779333114624023,20.87266731262207,20.5,20.575332641601562,20.575332641601562,52029000.0,21.853243,21.25933265686035
2017-04-28,20.655332565307617,20.98666763305664,20.53333282470703,20.937999725341797,20.937999725341797,67582500.0,23.417488,20.73466682434082
2017-05-03,21.17799949645996,21.435333251953125,20.696666717529297,20.73466682434082,20.73466682434082,107001000.0,15.169278,20.479333877563477
2017-05-04,20.496000289916992,20.51799964904785,19.384000778198242,19.69733238220215,19.69733238220215,212280000.0,20.007315,21.41733360290527
2017-05-05,19.866666793823242,20.56999969482422,19.786666870117188,20.55666732788086,20.55666732788086,122659500.0,14.002902,21.68133354187012
2017-05-09,20.625333786010742,21.465999603271484,20.606666564941406,21.417333602905273,21.417333602905273,145147500.0,15.617711,21.653999328613278
2017-05-10,21.437332153320312,21.700000762939453,21.20800018310547,21.681333541870117,21.681333541870117,86124000.0,13.225952,21.058666229248047
2017-05-15,21.225332260131836,21.34666633605957,20.8353328704834,21.058666229248047,21.058666229248047,114330000.0,15.298862,20.87066650390625
2017-05-24,20.43400001525879,20.733333587646484,20.360000610351562,20.681333541870117,20.681333541870117,75499500.0,25.342522,22.34000015258789
2017-06-02,22.65133285522461,22.858667373657227,22.39533233642578,22.656667709350586,22.656667709350586,83853000.0,21.177074,23.976667404174805
2017-06-05,22.566667556762695,23.229333877563477,22.28066635131836,23.154666900634766,23.154666900634766,101766000.0,18.434635,24.666667938232425
2017-06-13,24.507999420166016,25.066667556762695,24.44066619873047,25.06333351135254,25.06333351135254,177118500.0,22.989782,24.760000228881836
2017-06-16,25.198667526245117,25.200666427612305,24.67333221435547,24.760000228881836,24.760000228881836,100965000.0,19.030478,25.093332290649414
2017-07-05,23.14666748046875,23.14933204650879,21.755332946777344,21.805999755859375,21.805999755859375,255700500.0,13.589542,21.069999694824215
2017-07-12,22.02666664123535,22.206666946411133,21.633333206176758,21.968000411987305,21.968000411987305,155191500.0,21.328238,21.30466651916504
2017-07-14,21.54599952697754,21.89466667175293,21.4146671295166,21.851999282836914,21.851999282836914,84378000.0,18.756475,21.68400001525879
2017-07-19,21.881999969482422,22.110000610351562,21.54800033569336,21.68400001525879,21.68400001525879,95355000.0,22.704327,22.834667205810547
2017-07-31,22.366666793823242,22.766000747680664,21.402666091918945,21.564666748046875,21.564666748046875,128026500.0,15.17801,23.139333724975586
2017-08-07,23.823333740234375,23.965333938598633,23.516666412353516,23.67799949645996,23.67799949645996,94867500.0,21.359959,23.69333267211914
2017-08-09,24.066667556762695,24.666667938232422,23.93000030517578,24.235332489013672,24.235332489013672,103381500.0,17.27027,24.253332138061523
2017-08-10,24.106666564941406,24.44333267211914,23.643999099731445,23.69333267211914,23.69333267211914,106393500.0,17.574127,24.155332565307617
2017-08-16,24.200000762939453,24.433332443237305,24.167999267578125,24.194000244140625,24.194000244140625,51207000.0,13.978281,22.52400016784668
2017-08-23,22.599332809448242,23.56599998474121,22.553333282470703,23.51799964904785,23.51799964904785,74317500.0,14.451276,23.044000625610348
2017-09-11,23.42333221435547,24.247333526611328,23.333332061767578,24.246000289916992,24.246000289916992,115006500.0,20.337736,25.176000595092773
2017-09-14,24.288667678833008,25.19733238220215,24.17533302307129,25.176000595092773,25.176000595092773,108037500.0,17.709131,25.00666618347168
2017-09-20,24.866666793823242,25.21666717529297,24.738000869750977,24.92733383178711,24.92733383178711,73786500.0,15.306912,22.999332427978512
2017-09-21,24.99333381652832,25.121999740600586,24.30066680908203,24.43199920654297,24.43199920654297,69273000.0,23.932041,23.016666412353512
2017-10-02,22.834667205810547,22.913333892822266,22.367332458496094,22.768667221069336,22.768667221069336,79302000.0,20.723919,23.68866729736328
2017-10-10,23.1200008392334,23.708667755126953,23.03533363342285,23.70599937438965,23.70599937438965,104677500.0,21.524813,23.704666137695316
2017-10-16,23.583999633789062,23.631999969482422,23.143999099731445,23.373332977294922,23.373332977294922,80632500.0,15.518462,23.454000473022464
2017-10-19,23.70400047302246,23.809999465942383,23.213333129882812,23.45400047302246,23.45400047302246,75927000.0,17.243164,22.48933219909668
2017-10-20,23.512666702270508,23.636667251586914,22.95599937438965,23.00666618347168,23.00666618347168,73956000.0,21.002426,21.7226676940918
2017-10-26,21.851999282836914,22.01533317565918,21.546667098999023,21.744667053222656,21.744667053222656,75352500.0,18.997236,22.101999282836914
2017-10-30,21.278667449951172,21.5853328704834,21.149999618530273,21.338666915893555,21.338666915893555,63816000.0,21.136627,19.9506664276123
2017-11-03,19.96666717529297,20.416667938232422,19.67533302307129,20.4060001373291,20.4060001373291,133410000.0,23.188856,20.292667388916016
2017-11-08,20.366666793823242,20.459333419799805,20.086666107177734,20.292667388916016,20.292667388916016,70879500.0,18.192677,21.02666664123535
2017-11-29,21.15333366394043,21.200000762939453,20.082000732421875,20.502666473388672,20.502666473388672,131511000.0,13.035563,20.346666336059574
2017-12-05,20.133333206176758,20.53333282470703,20.066667556762695,20.246667861938477,20.246667861938477,69697500.0,22.090204,21.0086669921875
2017-12-07,20.799999237060547,21.242000579833984,20.73666763305664,20.749332427978516,20.749332427978516,71709000.0,20.787354,22.73533248901367
2017-12-08,20.97333335876465,21.131999969482422,20.750667572021484,21.0086669921875,21.0086669921875,52027500.0,21.835543,22.601999282836914
2017-12-11,20.975332260131836,21.93400001525879,20.916667938232422,21.92733383178711,21.92733383178711,119070000.0,13.15746,22.525999069213867
2017-12-12,22.030000686645508,22.762666702270508,22.00200080871582,22.735332489013672,22.735332489013672,130998000.0,20.552414,22.89666748046875
2017-12-27,21.066667556762695,21.178667068481445,20.71666717529297,20.775999069213867,20.775999069213867,70681500.0,16.108967,21.368667602539062
2017-12-29,21.07866668701172,21.0939998626709,20.666667938232422,20.75666618347168,20.75666618347168,56658000.0,13.843254,20.974666595458984
2018-01-04,20.857999801635742,21.23666763305664,20.3786678314209,20.974666595458984,20.974666595458984,149194500.0,14.680416,22.246000289916992
2018-01-12,22.575332641601562,22.694000244140625,22.244667053222656,22.4146671295166,22.4146671295166,72376500.0,16.401812,22.97133255004883
2018-01-19,23.0,23.37266731262207,22.84000015258789,23.334667205810547,23.334667205810547,73324500.0,21.916294,23.05933380126953
2018-01-25,23.218000411987305,23.280000686645508,22.426666259765625,22.50933265686035,22.50933265686035,101104500.0,16.622433,23.054666519165036
2018-02-02,23.229333877563477,23.463333129882812,22.700666427612305,22.916667938232422,22.916667938232422,55572000.0,22.522867,23.0
2018-02-06,21.680667877197266,22.4146671295166,21.566667556762695,22.264667510986328,22.264667510986328,76326000.0,23.2576,20.69466781616211
2018-02-16,22.166667938232422,22.874666213989258,22.109333038330078,22.365999221801758,22.365999221801758,84639000.0,17.223286,23.077999114990234
2018-03-12,21.907333374023438,23.1473331451416,21.766666412353516,23.034000396728516,23.034000396728516,123960000.0,16.165676,21.706666946411133
2018-03-15,21.958667755126953,22.190000534057617,21.406667709350586,21.706666946411133,21.706666946411133,98472000.0,17.679058,20.703332901000977
2018-03-26,20.48933219909668,20.506000518798828,19.423999786376953,20.278667449951172,20.278667449951172,125628000.0,16.815384,17.742000579833984
2018-04-04,16.851999282836914,19.224666595458984,16.799999237060547,19.12933349609375,19.12933349609375,298450500.0,13.521783,19.31066703796387
2018-04-20,19.67799949645996,19.998666763305664,19.316667556762695,19.349332809448242,19.349332809448242,84418500.0,27.486015,18.71266746520996
2018-05-01,19.567333221435547,20.05466651916504,19.54800033569336,19.994667053222656,19.994667053222656,69384000.0,21.465473,19.60600090026855
2018-05-02,19.904666900634766,20.456666946411133,19.851999282836914,20.07666778564453,20.07666778564453,134556000.0,19.734318,20.184667587280273
2018-05-03,18.586000442504883,19.202667236328125,18.34866714477539,18.963333129882812,18.963333129882812,260281500.0,18.2612,20.13133239746094
2018-05-08,20.053333282470703,20.516666412353516,19.933332443237305,20.131332397460938,20.131332397460938,88950000.0,19.009869,20.070667266845703
2018-05-09,20.027332305908203,20.46733283996582,20.003332138061523,20.456666946411133,20.456666946411133,85911000.0,19.96289,19.46466636657715
2018-05-10,,,,,,,15.556721,
2018-05-11,20.51333236694336,20.591999053955078,19.93866729736328,20.070667266845703,20.070667266845703,70194000.0,14.4492235,
2018-05-11,20.51333236694336,20.591999053955078,19.93866729736328,20.070667266845703,20.070667266845703,70194000.0,21.665567,19.09866714477539
2018-05-12,,,,,,,20.547014,
2018-05-23,18.517332077026367,18.660667419433594,18.266666412353516,18.60466766357422,18.60466766357422,89776500.0,14.797319,18.917333602905273
2018-05-25,18.5086669921875,18.642667770385742,18.374000549316406,18.59000015258789,18.59000015258789,58126500.0,15.685478,18.98200035095215
2018-05-29,18.567333221435547,19.100000381469727,18.40999984741211,18.917333602905273,18.917333602905273,84999000.0,20.767223,19.454666137695312
2018-05-31,19.1473331451416,19.357999801635742,18.86199951171875,18.98200035095215,18.98200035095215,88795500.0,15.807711,19.408666610717773
2018-06-04,19.62266731262207,19.933332443237305,19.56999969482422,19.78266716003418,19.78266716003418,71967000.0,20.56885,21.07266616821289
2018-06-07,21.07666778564453,22.0,20.905332565307617,21.07266616821289,21.07266616821289,215179500.0,20.930742,22.851333618164062
2018-07-18,21.666667938232422,21.700000762939453,21.083332061767578,21.59000015258789,21.59000015258789,84363000.0,24.021208,20.213333129882812
2018-07-27,20.483333587646484,20.512666702270508,19.689332962036133,19.812000274658203,19.812000274658203,85549500.0,16.858435,20.055999755859375
2018-08-09,24.3700008392334,24.46733283996582,23.048667907714844,23.496667861938477,23.496667861938477,257757000.0,18.33178,23.17600059509277
2018-08-10,23.600000381469727,24.0,23.066667556762695,23.69933319091797,23.69933319091797,173280000.0,19.208696,22.57933235168457
2018-08-13,24.075332641601562,24.21266746520996,23.26799964904785,23.76066780090332,23.76066780090332,156958500.0,14.70445,22.363332748413082
2018-08-15,22.79400062561035,22.965999603271484,22.142667770385742,22.57933235168457,22.57933235168457,136519500.0,20.25608,20.562667846679688
2018-08-28,21.227333068847656,21.2586669921875,20.746000289916992,20.790666580200195,20.790666580200195,114736500.0,22.774626,20.11066627502441
2018-09-06,18.98666763305664,19.411333084106445,18.591999053955078,18.729999542236328,18.729999542236328,112212000.0,22.127329,18.62933349609375
2018-09-07,17.34000015258789,17.889999389648438,16.816667556762695,17.549333572387695,17.549333572387695,337378500.0,14.216397,19.369333267211914
2018-09-12,18.762666702270508,19.5,18.57666778564453,19.369333267211914,19.369333267211914,150231000.0,22.106297,19.6560001373291
2018-09-14,19.250667572021484,19.82200050354004,19.101333618164062,19.68000030517578,19.68000030517578,101484000.0,19.498781,19.934667587280273
2018-10-01,20.384666442871094,20.762666702270508,20.06999969482422,20.713333129882812,20.713333129882812,326664000.0,23.05612,18.788667678833008
2018-10-05,18.309999465942383,18.325332641601562,17.333332061767578,17.463333129882812,17.463333129882812,269167500.0,12.6768055,17.125333786010742
2018-10-09,17.016666412353516,17.784666061401367,16.886667251586914,17.520000457763672,17.520000457763672,180909000.0,13.248384,17.25200080871582
2018-10-17,18.82666778564453,18.84666633605957,17.719999313354492,18.118667602539062,18.118667602539062,129832500.0,21.96223,17.39666748046875
2018-10-19,17.826000213623047,17.977333068847656,16.899999618530273,17.333332061767578,17.333332061767578,140632500.0,16.711569,19.233333587646484
2018-10-26,20.549999237060547,22.65999984741211,20.44333267211914,22.059999465942383,22.059999465942383,411382500.0,14.082981,22.488000869750977
2018-11-09,23.266666412353516,23.600000381469727,23.01533317565918,23.367332458496094,23.367332458496094,76482000.0,21.6126,22.9333324432373
2018-11-26,21.666667938232422,23.08133316040039,21.666667938232422,23.066667556762695,23.066667556762695,119881500.0,18.3664,22.744667053222656
2018-11-29,23.133333206176758,23.166667938232422,22.636667251586914,22.744667053222656,22.744667053222656,46210500.0,19.10677,23.979999542236328
2018-12-06,23.733999252319336,24.492000579833984,23.384000778198242,24.20400047302246,24.20400047302246,117637500.0,12.871019,24.450666427612305
2018-12-19,22.50666618347168,23.134000778198242,21.982667922973633,22.197999954223633,22.197999954223633,124113000.0,17.795723,19.69266700744629
2018-12-20,21.803333282470703,22.019332885742188,20.791332244873047,21.025333404541016,21.025333404541016,136078500.0,21.759865,21.73933219909668
2018-12-26,20.0,21.79800033569336,19.606000900268555,21.73933219909668,21.73933219909668,122446500.0,21.014874,22.18666648864746
2019-01-02,20.406667709350586,21.0086669921875,19.920000076293945,20.674667358398438,20.674667358398438,174879000.0,21.136326,22.33066749572754
2019-01-08,22.797332763671875,22.93400001525879,21.801332473754883,22.356666564941406,22.356666564941406,105127500.0,15.9404335,23.150667190551758
2019-01-09,22.366666793823242,22.899999618530273,22.097999572753906,22.568666458129883,22.568666458129883,81493500.0,21.052704,22.29333305358887
2019-01-16,22.985332489013672,23.46666717529297,22.899999618530273,23.06999969482422,23.06999969482422,70375500.0,15.194939,19.92799949645996
2019-01-31,20.066667556762695,20.770666122436523,19.600000381469727,20.468000411987305,20.468000411987305,188538000.0,14.100512,21.42333221435547
2019-02-08,20.455333709716797,20.496667861938477,19.899999618530273,20.386667251586914,20.386667251586914,87663000.0,15.704276,20.544666290283203
2019-02-12,21.079999923706055,21.21266746520996,20.641332626342773,20.78733253479004,20.78733253479004,82764000.0,13.566094,20.525333404541016
2019-02-20,20.29400062561035,20.420000076293945,19.933332443237305,20.17066764831543,20.17066764831543,107131500.0,24.649359,19.917999267578125
2019-03-18,18.399999618530273,18.536666870117188,17.81999969482422,17.965999603271484,17.965999603271484,154215000.0,16.108114,18.26799964904785
2019-03-20,17.979333877563477,18.33133316040039,17.753332138061523,18.239999771118164,18.239999771118164,103623000.0,13.661106,17.3613338470459
2019-03-27,17.916667938232422,18.357999801635742,17.8786678314209,18.32200050354004,18.32200050354004,131688000.0,24.385878,19.278667449951172
2019-04-11,17.886667251586914,18.03333282470703,17.706666946411133,17.89466667175293,17.89466667175293,147538500.0,14.101083,18.224000930786133
2019-04-15,17.908666610717773,17.92533302307129,17.242000579833984,17.7586669921875,17.7586669921875,150579000.0,23.543236,18.21733283996582
2019-04-17,18.316667556762695,18.319332122802734,17.902666091918945,18.082000732421875,18.082000732421875,76897500.0,12.781925,17.593332290649414
