,Open,High,Low,Close,Adj Close,Volume,Adj Close_3,true_Adj Close_3
2015-04-09,13.895333290100098,14.024666786193848,13.7413330078125,14.005999565124512,14.005999565124512,57003000.0,23.541363,13.830666542053223
2015-05-05,15.850666999816895,15.966667175292969,15.275333404541016,15.529999732971191,15.529999732971191,86953500.0,18.6162,15.77400016784668
2015-05-18,16.46666717529297,16.65999984741211,16.399999618530273,16.583332061767578,16.583332061767578,50298000.0,21.109148,16.374666213989258
2015-05-19,16.562000274658203,16.733333587646484,16.40999984741211,16.47599983215332,16.47599983215332,55113000.0,24.183102,16.51533317565918
2015-05-26,16.511999130249023,16.799999237060547,16.433332443237305,16.497333526611328,16.497333526611328,52480500.0,23.78355,16.719999313354492
2015-05-27,16.567333221435547,16.633333206176758,16.3700008392334,16.495332717895508,16.495332717895508,51123000.0,15.119167,16.6299991607666
2015-06-08,16.72333335876465,17.25,16.687332153320312,17.086000442504883,17.086000442504883,75255000.0,15.174841,16.76066780090332
2015-06-10,16.793333053588867,16.933332443237305,16.566667556762695,16.713333129882812,16.713333129882812,51817500.0,14.76076,16.691999435424805
2015-06-11,16.884000778198242,16.95800018310547,16.69533348083496,16.76066780090332,16.76066780090332,30661500.0,21.181303,16.874666213989258
2015-06-18,17.46666717529297,17.56399917602539,17.334667205810547,17.459333419799805,17.459333419799805,41740500.0,17.151152,17.844667434692383
2015-06-19,17.49333381652832,17.586666107177734,17.34000015258789,17.500667572021484,17.500667572021484,36945000.0,23.280188,17.67799949645996
2015-06-22,17.476667404174805,17.626667022705078,17.04599952697754,17.319332122802734,17.319332122802734,68416500.0,15.171749,17.91933250427246
2015-07-06,18.591999053955078,18.779333114624023,18.420000076293945,18.648000717163086,18.648000717163086,61828500.0,15.845288,17.19466781616211
2015-07-14,17.47333335876465,17.732667922973633,17.367332458496094,17.709999084472656,17.709999084472656,28614000.0,10.657867,18.310667037963867
2015-07-30,17.512666702270508,17.79599952697754,17.474000930786133,17.785999298095703,17.785999298095703,30519000.0,22.97083,17.75200080871582
2015-08-05,17.57200050354004,18.066667556762695,17.360000610351562,18.0086669921875,18.0086669921875,93214500.0,21.56338,16.076000213623047
2015-08-28,16.124000549316406,16.76333236694336,16.10466766357422,16.565332412719727,16.565332412719727,82705500.0,13.170163,16.512666702270508
2015-09-01,16.022666931152344,16.399999618530273,15.79800033569336,15.908666610717773,15.908666610717773,81822000.0,15.5120945,16.1286678314209
2015-09-08,16.336666107177734,16.610666275024414,16.270000457763672,16.544666290283203,16.544666290283203,47073000.0,25.137236,16.682666778564453
2015-09-11,16.50933265686035,16.682666778564453,16.315332412719727,16.682666778564453,16.682666778564453,35262000.0,13.303954,17.483333587646484
2015-09-17,17.597333908081055,17.700000762939453,17.37933349609375,17.471332550048828,17.471332550048828,53787000.0,23.555576,17.395999908447266
2015-10-01,16.500667572021484,16.566667556762695,15.808667182922363,15.991999626159668,15.991999626159668,68595000.0,19.087908,16.097333908081055
2015-10-13,14.218667030334473,14.834667205810547,14.075332641601562,14.616666793823242,14.616666793823242,77572500.0,13.125287,15.133999824523926
2015-10-19,15.100000381469727,15.40999984741211,14.996000289916992,15.206666946411133,15.206666946411133,37618500.0,17.78183,14.114666938781738
2015-10-20,15.1813325881958,15.239999771118164,13.466667175292969,14.20199966430664,14.20199966430664,223500000.0,15.948367,13.939332962036133
2015-10-26,14.092000007629395,14.392000198364258,14.0,14.350666999816895,14.350666999816895,50871000.0,23.398766,14.108667373657227
2015-11-04,15.133333206176758,15.515999794006348,15.013333320617676,15.442000389099121,15.442000389099121,190896000.0,17.205023,15.022000312805176
2015-11-05,15.371999740600586,15.638667106628418,15.279333114624023,15.451333045959473,15.451333045959473,67452000.0,21.226673,14.433333396911621
2015-11-13,14.196666717529297,14.199333190917969,13.767999649047852,13.812666893005371,13.812666893005371,51454500.0,24.302574,14.73799991607666
2015-11-30,15.452667236328125,15.618666648864746,15.272000312805176,15.350666999816895,15.350666999816895,39897000.0,15.904915,15.513999938964844
2015-12-03,15.6986665725708,15.829999923706055,15.333333015441895,15.513999938964844,15.513999938964844,44094000.0,15.349625,15.114666938781738
2015-12-17,15.595999717712402,15.850666999816895,15.320667266845703,15.559332847595215,15.559332847595215,49479000.0,22.951918,15.329999923706056
2015-12-29,15.337332725524902,15.847999572753906,15.303333282470703,15.812666893005371,15.812666893005371,36094500.0,18.0749,14.894000053405762
2016-01-21,13.436667442321777,13.548666954040527,13.001333236694336,13.33133316040039,13.33133316040039,47493000.0,16.583172,12.904000282287598
2016-01-25,13.337332725524902,13.571332931518555,13.058667182922363,13.092000007629395,13.092000007629395,40480500.0,26.154623,12.646666526794432
2016-02-17,10.600000381469727,11.28933334350586,10.445332527160645,11.245332717895508,11.245332717895508,87378000.0,18.089653,11.849332809448242
2016-02-25,11.90999984741211,12.567999839782715,11.680000305175781,12.495332717895508,12.495332717895508,86260500.0,14.024985,12.423333168029785
2016-02-26,12.579999923706055,12.800000190734863,12.333333015441895,12.689332962036133,12.689332962036133,90976500.0,15.462557,12.555999755859375
2016-02-29,12.826666831970215,13.09000015258789,12.614666938781738,12.795332908630371,12.795332908630371,67485000.0,17.486433,13.049332618713379
2016-03-03,12.552000045776367,13.161333084106445,12.281332969665527,13.049332618713379,13.049332618713379,72435000.0,,13.506667137145994
2016-03-09,13.63466739654541,13.958000183105469,13.519332885742188,13.914667129516602,13.914667129516602,48129000.0,12.524887,14.34333324432373
2016-03-23,15.4913330078125,15.648667335510254,14.802000045776367,14.838666915893555,14.838666915893555,74232000.0,15.78454,15.342000007629395
2016-04-01,16.32200050354004,16.52666664123535,15.550000190734863,15.839332580566406,15.839332580566406,239962500.0,18.327295,17.69466781616211
2016-04-07,17.76333236694336,17.95599937438965,16.96733283996582,17.14666748046875,17.14666748046875,132843000.0,14.953057,16.521333694458008
2016-04-08,17.366666793823242,17.38800048828125,16.534666061401367,16.67133331298828,16.67133331298828,110458500.0,18.2955,16.968666076660156
2016-04-15,16.753999710083008,16.97333335876465,16.607999801635742,16.96733283996582,16.96733283996582,56286000.0,22.549713,16.6646671295166
2016-04-19,16.874666213989258,16.95800018310547,16.083332061767578,16.4913330078125,16.4913330078125,95362500.0,24.6675,16.916667938232422
2016-04-28,16.656667709350586,16.89533233642578,16.496000289916992,16.513999938964844,16.513999938964844,37785000.0,21.553978,15.48799991607666
2016-05-02,16.100000381469727,16.21266746520996,15.654666900634766,16.1200008392334,16.1200008392334,57658500.0,23.523712,14.10200023651123
2016-05-10,13.83666706085205,13.964667320251465,13.666666984558105,13.912667274475098,13.912667274475098,61059000.0,17.38308,13.840666770935059
2016-05-12,14.095999717712402,14.111332893371582,13.577333450317383,13.8186674118042,13.8186674118042,54757500.0,23.160181,13.644000053405763
2016-05-31,14.869333267211914,14.983332633972168,14.766667366027832,14.881999969482422,14.881999969482422,41835000.0,23.605507,14.599332809448242
2016-06-01,14.76533317565918,14.826666831970215,14.459333419799805,14.637332916259766,14.637332916259766,44740500.0,17.123709,14.711999893188477
2016-06-03,14.666666984558105,14.795999526977539,14.534000396728516,14.599332809448242,14.599332809448242,33435000.0,18.989647,15.701333045959473
2016-06-07,14.815999984741211,15.629332542419434,14.767999649047852,15.489333152770996,15.489333152770996,93204000.0,14.79979,14.586000442504881
2016-06-10,15.159333229064941,15.197999954223633,14.561332702636719,14.586000442504883,14.586000442504883,90399000.0,17.635984,14.513333320617676
2016-06-15,14.463333129882812,14.793333053588867,14.342000007629395,14.513333320617676,14.513333320617676,43627500.0,17.562624,14.646666526794434
2016-06-16,14.494667053222656,14.53600025177002,14.233332633972168,14.528667449951172,14.528667449951172,36604500.0,20.073956,14.640666961669922
2016-06-20,14.633333206176758,14.916666984558105,14.548666954040527,14.646666526794434,14.646666526794434,53332500.0,15.101319,13.093333244323729
2016-06-22,13.29800033569336,13.729999542236328,13.050000190734863,13.11066722869873,13.11066722869873,356136000.0,15.908662,13.236666679382324
2016-06-28,13.459333419799805,13.603333473205566,13.293999671936035,13.452667236328125,13.452667236328125,93186000.0,22.36041,14.433333396911621
2016-07-18,14.642666816711426,15.13933277130127,14.553333282470703,15.083333015441895,15.083333015441895,51181500.0,23.500048,14.699999809265137
2016-07-21,15.066666603088379,15.1899995803833,14.606666564941406,14.699999809265137,14.699999809265137,66430500.0,17.221874,15.300666809082031
2016-07-27,15.28933334350586,15.557332992553711,15.128000259399414,15.232666969299316,15.232666969299316,43335000.0,21.213488,15.333999633789062
2016-08-02,15.291333198547363,15.324666976928711,14.760000228881836,15.146666526794434,15.146666526794434,59016000.0,17.0234,15.3353328704834
2016-08-09,15.121333122253418,15.435999870300293,15.109999656677246,15.272000312805176,15.272000312805176,33117000.0,19.614809,15.040666580200195
2016-08-23,14.954667091369629,15.232666969299316,14.853333473205566,14.989333152770996,14.989333152770996,71766000.0,15.511324,14.666000366210936
2016-08-26,14.809332847595215,14.857333183288574,14.588000297546387,14.666000366210938,14.666000366210938,33585000.0,18.65201,14.133999824523926
2016-09-01,13.934000015258789,14.073332786560059,13.366666793823242,13.38466739654541,13.38466739654541,119146500.0,20.246883,13.447333335876465
2016-09-06,13.267999649047852,13.550000190734863,13.266667366027832,13.522000312805176,13.522000312805176,65859000.0,17.102869,12.964667320251465
2016-09-22,13.760000228881836,13.8186674118042,13.533332824707031,13.76200008392334,13.76200008392334,35743500.0,21.178482,13.720666885375975
2016-09-23,13.732666969299316,14.01200008392334,13.711333274841309,13.829999923706055,13.829999923706055,43578000.0,22.525774,13.751333236694336
2016-09-27,13.976667404174805,13.998666763305664,13.640666961669922,13.720666885375977,13.720666885375977,50598000.0,21.602497,13.60200023651123
2016-09-28,13.833999633789062,13.883333206176758,13.684000015258789,13.751333236694336,13.751333236694336,31326000.0,23.728407,14.24666690826416
2016-09-30,13.480667114257812,13.665332794189453,13.303333282470703,13.60200023651123,13.60200023651123,38794500.0,16.705557,13.897333145141602
2016-10-04,14.206666946411133,14.221332550048828,13.921333312988281,14.093999862670898,14.093999862670898,53122500.0,16.960323,13.107333183288574
2016-10-21,13.239999771118164,13.437999725341797,13.160667419433594,13.339332580566406,13.339332580566406,44151000.0,12.949279,13.482666969299316
2016-10-24,13.399999618530273,13.596667289733887,13.350000381469727,13.517333030700684,13.517333030700684,41274000.0,23.873684,13.600666999816893
2016-11-02,12.670000076293945,12.846667289733887,12.500666618347168,12.534667015075684,12.534667015075684,63801000.0,22.702682,12.880666732788086
2016-11-04,12.600000381469727,12.897333145141602,12.397333145141602,12.704000473022461,12.704000473022461,77190000.0,22.828253,12.670666694641113
2016-11-09,12.458666801452637,12.800000190734863,12.263333320617676,12.670666694641113,12.670666694641113,122596500.0,15.190643,12.096667289733887
