Date,Open,High,Low,Close,Adj Close,Volume,Adj Close_1,true_Adj Close_1,Adj Close_2,true_Adj Close_2,Adj Close_3,true_Adj Close_3
2015-04-09,13.895333290100098,14.024666786193848,13.7413330078125,14.005999565124512,14.005999565124512,57003000,14.20091,14.0600004196167,14.097584,13.985333442687988,14.498422,13.830666542053223
2015-05-05,15.850666999816895,15.966667175292969,15.275333404541016,15.529999732971191,15.529999732971191,86953500,15.59896,15.362000465393066,15.456829,15.786666870117188,15.917027,15.77400016784668
2015-05-18,16.46666717529297,16.65999984741211,16.399999618530273,16.583332061767578,16.583332061767578,50298000,16.524982,16.47599983215332,16.373238,16.290000915527344,16.866848,16.374666213989258
2015-05-19,16.562000274658203,16.733333587646484,16.40999984741211,16.47599983215332,16.47599983215332,55113000,16.556255,16.290000915527344,16.405733,16.374666213989258,16.891138,16.51533317565918
2015-05-26,16.511999130249023,16.799999237060547,16.433332443237305,16.497333526611328,16.497333526611328,52480500,16.498909,16.495332717895508,16.354935,16.76333236694336,16.829157,16.719999313354492
2015-05-27,16.567333221435547,16.633333206176758,16.3700008392334,16.495332717895508,16.495332717895508,51123000,16.51642,16.76333236694336,16.370932,16.719999313354492,16.846548,16.6299991607666
2015-06-08,16.72333335876465,17.25,16.687332153320312,17.086000442504883,17.086000442504883,75255000,16.696783,17.066667556762695,16.548147,16.713333129882812,17.047085,16.76066780090332
2015-06-10,16.793333053588867,16.933332443237305,16.566667556762695,16.713333129882812,16.713333129882812,51817500,16.838436,16.76066780090332,16.680758,16.71266746520996,17.183512,16.691999435424805
2015-06-11,16.884000778198242,16.95800018310547,16.69533348083496,16.76066780090332,16.76066780090332,30661500,16.826206,16.71266746520996,16.668976,16.691999435424805,17.16674,16.874666213989258
2015-06-18,17.46666717529297,17.56399917602539,17.334667205810547,17.459333419799805,17.459333419799805,41740500,17.129152,17.500667572021484,16.9697,17.319332122802734,17.505415,17.844667434692383
2015-06-19,17.49333381652832,17.586666107177734,17.34000015258789,17.500667572021484,17.500667572021484,36945000,17.28651,17.319332122802734,17.12313,17.844667434692383,17.661772,17.67799949645996
2015-06-22,17.476667404174805,17.626667022705078,17.04599952697754,17.319332122802734,17.319332122802734,68416500,17.297506,17.844667434692383,17.127552,17.67799949645996,17.655975,17.91933250427246
2015-07-06,18.591999053955078,18.779333114624023,18.420000076293945,18.648000717163086,18.648000717163086,61828500,18.238749,17.858667373657227,18.049913,16.997333526611328,18.653542,17.19466781616211
2015-07-14,17.47333335876465,17.732667922973633,17.367332458496094,17.709999084472656,17.709999084472656,28614000,17.412859,17.542667388916016,17.245655,17.778667449951172,17.789955,18.310667037963867
2015-07-30,17.512666702270508,17.79599952697754,17.474000930786133,17.785999298095703,17.785999298095703,30519000,17.49752,17.74333381652832,17.324287,17.332666397094727,17.880274,17.75200080871582
2015-08-05,17.57200050354004,18.066667556762695,17.360000610351562,18.0086669921875,18.0086669921875,93214500,17.550587,16.408666610717773,17.372484,16.167333602905273,17.921858,16.076000213623047
2015-08-28,16.124000549316406,16.76333236694336,16.10466766357422,16.565332412719727,16.565332412719727,82705500,16.007217,16.604000091552734,15.856833,15.908666610717775,16.407745,16.512666702270508
2015-09-01,16.022666931152344,16.399999618530273,15.79800033569336,15.908666610717773,15.908666610717773,81822000,16.316011,16.512666702270508,16.155552,16.3713321685791,16.664377,16.1286678314209
2015-09-08,16.336666107177734,16.610666275024414,16.270000457763672,16.544666290283203,16.544666290283203,47073000,16.433924,16.5939998626709,16.28031,16.565332412719727,16.767902,16.682666778564453
2015-09-11,16.50933265686035,16.682666778564453,16.315332412719727,16.682666778564453,16.682666778564453,35262000,16.606817,16.87933349609375,16.454624,16.904666900634766,16.942188,17.483333587646484
2015-09-17,17.597333908081055,17.700000762939453,17.37933349609375,17.471332550048828,17.471332550048828,53787000,17.19437,17.374666213989258,17.031576,17.613332748413086,17.56921,17.395999908447266
2015-10-01,16.500667572021484,16.566667556762695,15.808667182922363,15.991999626159668,15.991999626159668,68595000,16.468758,16.504667282104492,16.297155,16.40999984741211,16.789907,16.097333908081055
2015-10-13,14.218667030334473,14.834667205810547,14.075332641601562,14.616666793823242,14.616666793823242,77572500,14.909808,14.458666801452637,14.77868,14.753999710083008,15.199765,15.133999824523926
2015-10-19,15.100000381469727,15.40999984741211,14.996000289916992,15.206666946411133,15.206666946411133,37618500,15.205376,14.20199966430664,15.087714,14.005999565124512,15.524869,14.114666938781738
2015-10-20,15.1813325881958,15.239999771118164,13.466667175292969,14.20199966430664,14.20199966430664,223500000,14.945466,14.005999565124512,14.80509,14.114666938781738,15.212475,13.939332962036133
2015-10-26,14.092000007629395,14.392000198364258,14.0,14.350666999816895,14.350666999816895,50871000,14.516317,14.023332595825194,14.402331,14.197333335876465,14.802751,14.108667373657227
2015-11-04,15.133333206176758,15.515999794006348,15.013333320617676,15.442000389099121,15.442000389099121,190896000,14.783625,15.451333045959473,14.665538,15.490667343139648,15.110065,15.022000312805176
2015-11-05,15.371999740600586,15.638667106628418,15.279333114624023,15.451333045959473,15.451333045959473,67452000,15.262364,15.490667343139648,15.127435,15.022000312805176,15.630353,14.433333396911621
2015-11-13,14.196666717529297,14.199333190917969,13.767999649047852,13.812666893005371,13.812666893005371,51454500,14.5574045,14.287332534790039,14.441947,14.266667366027832,14.800554,14.73799991607666
2015-11-30,15.452667236328125,15.618666648864746,15.272000312805176,15.350666999816895,15.350666999816895,39897000,15.426413,15.812666893005371,15.301933,15.465999603271484,15.737416,15.513999938964844
2015-12-03,15.6986665725708,15.829999923706055,15.333333015441895,15.513999938964844,15.513999938964844,44094000,15.708062,15.358667373657227,15.569207,15.408666610717773,16.010115,15.114666938781738
2015-12-17,15.595999717712402,15.850666999816895,15.320667266845703,15.559332847595215,15.559332847595215,49479000,15.414979,15.36400032043457,15.286841,15.503999710083006,15.747488,15.329999923706056
2015-12-29,15.337332725524902,15.847999572753906,15.303333282470703,15.812666893005371,15.812666893005371,36094500,15.58526,15.87266731262207,15.458233,16.000667572021484,15.885951,14.894000053405762
2016-01-21,13.436667442321777,13.548666954040527,13.001333236694336,13.33133316040039,13.33133316040039,47493000,13.795839,13.503333091735842,13.687759,13.092000007629395,14.053264,12.904000282287598
2016-01-25,13.337332725524902,13.571332931518555,13.058667182922363,13.092000007629395,13.092000007629395,40480500,13.761485,12.904000282287598,13.665245,12.538000106811523,14.008442,12.646666526794432
